,Attrition,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
267,0,35,6,2,2,32290,1.0,14,0,10.0,2,10,0,2,4,4,4.0,4.0,4.0
268,0,34,22,3,1,107930,0.0,14,3,3.0,1,2,1,2,3,4,4.0,3.0,3.0
269,0,29,1,2,2,42400,1.0,14,0,10.0,2,10,0,9,3,3,3.0,3.0,3.0
270,0,37,1,4,5,39440,6.0,11,2,8.0,3,6,4,3,1,4,3.0,4.0,4.0
271,0,29,13,4,1,65130,1.0,11,1,10.0,2,10,0,9,3,3,1.0,3.0,3.0
272,0,48,10,4,1,55620,8.0,13,1,18.0,2,8,7,7,3,3,4.0,4.0,3.0
273,0,30,21,3,2,44200,9.0,11,0,9.0,3,7,0,2,3,4,1.0,4.0,2.0
274,0,33,3,2,4,47880,3.0,11,1,9.0,0,7,0,1,3,3,2.0,3.0,3.0
275,0,52,2,3,1,45070,1.0,14,0,33.0,3,33,15,12,3,3,3.0,4.0,3.0
276,0,43,21,1,1,135490,3.0,11,2,7.0,3,2,2,2,3,3,3.0,4.0,3.0
277,0,36,22,1,1,33770,0.0,12,2,16.0,2,15,10,11,3,3,2.0,2.0,4.0
278,0,34,3,3,2,88470,1.0,16,0,10.0,3,10,9,6,3,3,4.0,3.0,2.0
279,0,30,6,3,1,21430,1.0,17,1,1.0,2,1,0,0,3,2,4.0,2.0,4.0
280,0,59,10,2,2,47230,9.0,22,0,30.0,0,3,2,2,3,3,4.0,4.0,3.0
281,1,33,1,2,1,62140,1.0,15,2,14.0,3,13,3,8,2,3,1.0,1.0,1.0
282,0,34,21,3,1,190380,6.0,13,0,13.0,3,11,5,9,3,4,4.0,2.0,2.0
283,1,51,28,3,2,192720,9.0,14,0,18.0,2,10,2,7,2,2,2.0,2.0,2.0
284,0,34,10,3,1,45050,1.0,12,0,6.0,3,6,1,4,3,4,4.0,4.0,3.0
285,0,33,8,3,2,27000,0.0,14,3,5.0,2,4,0,3,3,3,3.0,4.0,3.0
286,0,49,2,4,1,47280,3.0,12,1,8.0,4,5,0,4,3,3,1.0,4.0,2.0
287,1,32,31,3,2,88230,6.0,9,2,10.0,3,0,0,0,2,2,2.0,2.0,2.0
288,0,53,2,4,2,116910,4.0,20,0,35.0,2,9,8,8,4,2,3.0,4.0,4.0
289,0,49,1,4,2,58100,1.0,21,1,10.0,2,10,1,7,4,4,2.0,4.0,2.0
290,0,35,14,5,2,65380,2.0,16,1,15.0,3,7,6,4,3,3,4.0,4.0,4.0
291,0,52,1,1,2,50060,3.0,16,1,31.0,2,9,0,0,3,3,3.0,3.0,4.0
292,0,34,8,4,1,192460,3.0,15,1,15.0,5,13,3,12,3,3,3.0,4.0,4.0
293,0,37,6,3,1,29290,1.0,12,0,8.0,2,8,1,7,3,4,2.0,4.0,1.0
294,0,59,4,3,2,56740,3.0,12,0,14.0,6,6,0,4,3,4,4.0,4.0,4.0
295,0,31,19,1,3,44400,1.0,13,1,4.0,2,4,3,2,3,4,2.0,4.0,4.0
296,1,32,1,1,2,27410,7.0,5,0,7.0,3,2,2,2,1,2,3.0,3.0,3.0
297,0,57,2,1,3,61620,0.0,14,0,13.0,5,12,2,8,3,2,3.0,4.0,1.0
298,0,35,20,1,1,54100,0.0,16,0,6.0,4,5,0,4,3,4,4.0,3.0,3.0
299,0,36,6,3,1,92040,6.0,11,1,17.0,2,7,7,7,4,3,3.0,4.0,3.0
300,0,33,2,4,1,27660,1.0,12,1,2.0,2,2,0,2,3,4,4.0,3.0,3.0
301,0,38,8,3,4,181720,6.0,12,2,6.0,5,1,0,1,3,4,4.0,3.0,4.0
302,0,33,7,3,4,193920,6.0,12,1,12.0,3,10,8,8,3,4,4.0,3.0,3.0
303,0,34,15,3,1,33390,1.0,16,0,9.0,2,8,1,1,3,3,4.0,3.0,4.0
304,0,29,6,3,3,194310,1.0,11,0,10.0,3,10,0,7,3,2,4.0,4.0,3.0
305,0,45,2,1,1,171740,9.0,14,1,12.0,6,10,9,8,3,3,4.0,4.0,4.0
306,0,30,2,4,1,64340,5.0,14,1,10.0,3,8,7,7,3,4,1.0,4.0,3.0
307,0,23,2,3,3,18780,1.0,13,1,1.0,2,1,0,1,3,4,4.0,3.0,3.0
308,1,24,32,2,1,104220,1.0,15,1,6.0,0,5,1,4,2,1,1.0,3.0,2.0
309,0,41,4,3,1,121690,1.0,19,0,5.0,2,5,0,4,3,4,1.0,2.0,4.0
310,1,33,12,3,4,67280,7.0,14,0,15.0,2,7,7,7,4,2,3.0,3.0,3.0
311,0,54,1,4,2,29330,3.0,12,2,20.0,2,4,0,3,3,4,1.0,4.0,3.0
312,0,43,6,5,3,22580,4.0,13,0,7.0,2,3,1,2,3,2,1.0,4.0,4.0
313,0,34,11,4,2,61460,2.0,12,0,10.0,3,4,1,3,3,3,2.0,3.0,4.0
314,0,45,1,5,2,20880,4.0,15,3,18.0,2,5,0,2,3,2,1.0,2.0,4.0
315,0,35,15,3,1,21450,1.0,13,0,10.0,6,10,0,8,3,3,4.0,1.0,3.0
316,1,52,6,4,4,14200,1.0,8,1,33.0,2,32,6,9,1,2,3.0,4.0,4.0
317,0,40,14,4,1,35780,2.0,14,1,20.0,2,5,0,2,3,3,4.0,4.0,3.0
318,0,39,2,4,2,47240,2.0,12,1,21.0,4,6,1,3,3,4,3.0,3.0,3.0
319,0,48,2,4,2,45540,2.0,11,2,19.0,3,2,2,2,3,2,3.0,4.0,4.0
320,0,34,2,2,2,65860,9.0,18,1,9.0,3,2,2,1,3,4,3.0,1.0,3.0
321,0,29,18,4,2,57360,1.0,22,0,4.0,1,4,0,2,4,2,4.0,3.0,4.0
322,0,38,5,4,3,73360,5.0,11,0,13.0,3,11,3,8,3,3,2.0,4.0,4.0
323,0,32,8,3,1,30720,5.0,12,0,9.0,4,5,1,3,1,4,4.0,4.0,3.0
324,0,33,14,2,2,63850,1.0,13,0,7.0,6,6,1,2,3,1,2.0,4.0,4.0
325,0,27,19,3,4,31720,1.0,20,1,9.0,1,9,1,7,4,3,3.0,3.0,3.0
326,0,37,2,2,1,20220,1.0,12,0,10.0,1,10,3,7,3,4,1.0,4.0,4.0
327,0,52,17,5,3,28890,1.0,11,1,34.0,2,34,1,16,3,3,4.0,2.0,3.0
328,0,42,3,3,2,20830,0.0,12,2,21.0,3,20,2,10,3,3,4.0,4.0,3.0
329,0,50,9,2,2,62940,3.0,23,1,32.0,2,7,0,6,4,4,2.0,4.0,3.0
330,0,34,3,3,2,50630,6.0,12,1,12.0,2,1,0,0,3,3,4.0,4.0,3.0
331,0,44,23,4,2,19510,4.0,22,3,10.0,4,2,0,2,4,2,4.0,2.0,3.0
332,0,27,10,2,4,195370,0.0,12,0,5.0,5,4,1,1,3,4,3.0,2.0,3.0
333,0,31,7,4,1,161240,2.0,23,1,8.0,2,5,1,4,4,4,4.0,2.0,3.0
334,1,20,5,4,2,99240,1.0,16,0,1.0,3,1,1,0,3,2,4.0,1.0,1.0
335,0,38,3,3,2,23060,2.0,19,1,13.0,5,4,1,2,3,3,4.0,4.0,4.0
336,0,36,19,3,2,61200,0.0,19,0,10.0,2,9,3,4,3,4,3.0,4.0,4.0
337,0,33,13,3,1,20900,4.0,16,0,10.0,2,6,0,5,3,4,2.0,3.0,3.0
338,0,24,18,3,1,29350,0.0,14,2,3.0,5,2,2,1,3,3,4.0,3.0,3.0
339,0,29,1,3,3,42840,4.0,19,0,10.0,5,4,0,3,3,3,4.0,4.0,4.0
340,1,44,6,3,1,63220,4.0,4,1,10.0,2,3,1,2,3,2,4.0,3.0,3.0
341,1,26,5,3,3,68540,2.0,3,0,5.0,5,3,0,2,3,1,1.0,1.0,1.0
342,0,33,2,3,1,59140,3.0,16,1,6.0,4,3,0,2,3,4,4.0,4.0,4.0
343,1,24,2,3,2,39190,1.0,13,0,6.0,3,6,1,2,4,3,2.0,1.0,1.0
344,0,32,6,1,2,46270,8.0,17,1,8.0,2,1,0,0,3,4,1.0,3.0,3.0
345,0,30,7,3,1,92500,1.0,12,3,11.0,0,11,2,7,3,4,4.0,4.0,4.0
346,0,27,5,4,2,37550,1.0,19,0,5.0,2,5,0,3,3,4,4.0,4.0,4.0
347,1,33,18,4,1,24060,1.0,1,0,10.0,3,10,9,7,2,3,1.0,3.0,2.0
348,0,22,6,3,3,108510,1.0,16,1,1.0,2,1,0,0,3,3,1.0,3.0,3.0
349,0,26,15,4,4,119940,1.0,14,1,6.0,6,5,1,4,3,3,3.0,4.0,4.0
350,0,47,1,4,1,45380,8.0,11,0,16.0,3,8,1,7,3,4,3.0,3.0,2.0
351,0,40,7,3,3,22380,6.0,14,0,10.0,3,1,0,0,3,4,2.0,3.0,2.0
352,0,35,13,4,2,95260,1.0,15,0,5.0,2,5,0,3,2,4,3.0,2.0,3.0
353,1,33,1,2,1,62140,1.0,16,2,14.0,3,13,3,8,3,3,3.0,2.0,1.0
354,0,18,4,4,2,32300,1.0,12,1,0.0,3,0,0,0,3,2,1.0,3.0,4.0
355,0,36,9,3,1,131910,1.0,14,1,10.0,2,10,1,7,3,3,4.0,3.0,3.0
356,0,21,13,2,3,87260,1.0,11,1,3.0,2,3,1,2,3,2,2.0,3.0,4.0
357,0,27,9,3,2,99850,1.0,14,1,3.0,3,3,1,2,3,3,4.0,4.0,4.0
358,0,39,9,3,1,160150,1.0,11,0,21.0,3,21,2,8,3,3,4.0,3.0,4.0
359,0,34,1,3,1,62320,1.0,13,1,8.0,3,8,1,7,3,4,4.0,2.0,2.0
360,1,33,1,2,1,62140,1.0,14,2,14.0,3,13,3,8,3,2,2.0,2.0,3.0
361,0,31,8,4,3,61250,0.0,19,1,3.0,3,2,1,2,3,4,3.0,2.0,2.0
362,0,36,2,2,3,199730,6.0,12,0,10.0,2,3,0,2,3,3,4.0,3.0,4.0
363,0,50,4,4,1,118780,2.0,13,1,29.0,2,8,7,7,3,4,1.0,3.0,4.0
364,0,30,10,3,4,41970,1.0,13,0,11.0,3,10,1,9,3,3,4.0,4.0,3.0
365,0,32,2,2,3,53630,1.0,17,0,6.0,4,6,4,1,3,4,2.0,3.0,3.0
366,0,26,14,2,1,108800,1.0,23,1,7.0,5,7,5,7,4,3,3.0,4.0,3.0
367,0,39,18,3,1,129650,0.0,17,1,20.0,2,19,11,8,3,4,3.0,4.0,1.0
368,0,36,2,2,4,178610,2.0,18,0,17.0,2,7,7,7,3,2,4.0,2.0,4.0
369,1,51,28,3,2,192720,9.0,14,0,18.0,2,10,2,7,2,2,3.0,3.0,3.0
370,1,47,1,3,2,196270,7.0,5,2,25.0,1,23,14,10,3,1,1.0,2.0,2.0
371,1,25,19,4,2,198590,3.0,13,0,6.0,3,3,2,2,2,3,1.0,2.0,1.0
372,0,42,1,3,1,106850,4.0,11,3,4.0,2,1,0,0,3,3,3.0,4.0,2.0
373,0,35,8,1,1,57650,1.0,15,1,1.0,2,1,0,0,3,4,4.0,4.0,4.0
374,0,41,2,2,2,99360,7.0,17,1,16.0,2,14,1,10,3,3,3.0,3.0,3.0
375,0,36,4,1,1,13590,4.0,12,0,17.0,2,5,0,3,3,4,2.0,4.0,2.0
376,0,30,1,3,3,103060,5.0,12,0,8.0,5,3,2,2,3,4,4.0,4.0,3.0
377,0,36,22,1,2,48980,4.0,13,1,12.0,3,7,0,7,3,4,4.0,3.0,4.0
378,0,25,5,2,1,27680,0.0,22,1,5.0,0,4,1,1,4,4,2.0,4.0,2.0
379,0,36,4,4,1,85780,7.0,21,0,11.0,4,9,0,8,4,1,3.0,2.0,3.0
380,0,30,1,4,1,53010,1.0,19,1,10.0,3,10,1,8,3,2,4.0,3.0,3.0
381,0,30,3,5,3,57720,1.0,17,0,1.0,3,1,0,0,3,3,2.0,4.0,4.0
382,0,29,13,3,1,22100,8.0,11,1,11.0,4,7,1,6,3,4,4.0,3.0,3.0
383,1,31,18,1,2,40660,3.0,18,0,4.0,2,2,2,2,4,2,4.0,3.0,3.0
384,0,42,1,2,4,30340,7.0,21,1,9.0,3,6,1,5,4,4,4.0,3.0,4.0
385,1,25,1,1,1,109320,1.0,3,1,1.0,3,1,1,0,3,3,1.0,1.0,1.0
386,0,60,2,2,2,25640,0.0,14,1,12.0,3,11,1,9,3,3,4.0,4.0,4.0
387,0,41,7,2,1,54870,6.0,19,2,8.0,0,5,1,2,3,4,4.0,3.0,4.0
388,0,30,12,3,2,23800,4.0,18,3,9.0,2,5,1,4,3,4,3.0,4.0,3.0
389,0,49,17,1,1,40110,1.0,18,2,31.0,2,31,0,9,3,3,4.0,4.0,3.0
390,0,30,16,3,3,48100,8.0,18,0,8.0,3,4,0,3,3,3,4.0,4.0,4.0
391,0,36,5,3,2,42000,0.0,22,0,10.0,3,9,0,5,4,4,2.0,2.0,2.0
392,0,30,1,2,1,25060,8.0,22,0,4.0,3,2,2,2,4,3,4.0,4.0,4.0
393,0,45,2,3,2,37600,0.0,14,1,10.0,2,9,3,8,3,3,4.0,2.0,4.0
394,0,40,18,3,1,45020,8.0,17,2,15.0,0,7,3,7,3,3,4.0,4.0,3.0
395,0,32,7,3,2,50700,4.0,12,1,10.0,6,8,0,7,3,3,4.0,3.0,3.0
396,0,30,16,3,1,25230,3.0,13,1,7.0,2,2,0,2,3,2,3.0,4.0,2.0
397,0,31,5,3,1,45340,1.0,12,0,1.0,2,1,0,0,3,4,4.0,3.0,2.0
398,0,59,1,3,1,166060,7.0,17,0,28.0,6,21,7,9,3,3,3.0,4.0,4.0
399,0,39,6,5,2,188240,6.0,19,1,10.0,4,3,1,2,3,2,4.0,4.0,4.0
400,0,38,20,3,2,163280,1.0,17,3,10.0,2,10,9,9,3,2,4.0,4.0,2.0
401,0,41,5,4,1,28210,1.0,17,0,10.0,3,10,8,7,3,3,2.0,1.0,3.0
402,1,37,12,4,3,30720,5.0,9,0,17.0,3,14,11,7,3,2,3.0,4.0,3.0
403,0,36,6,2,5,116310,1.0,18,1,10.0,2,10,0,9,3,3,2.0,4.0,3.0
404,0,28,2,3,1,55770,0.0,19,0,5.0,3,4,0,2,3,3,4.0,2.0,4.0
405,0,31,17,3,2,99800,1.0,12,0,6.0,1,6,0,1,3,4,2.0,3.0,3.0
406,0,44,3,3,1,42620,7.0,18,0,26.0,2,22,3,10,3,3,4.0,4.0,4.0
407,0,38,9,2,1,198450,7.0,11,1,7.0,3,0,0,0,3,3,2.0,4.0,3.0
408,0,35,5,3,3,135820,1.0,17,1,1.0,3,1,0,1,3,2,1.0,4.0,3.0
409,0,40,1,3,2,37800,7.0,12,0,7.0,2,5,1,3,3,4,4.0,2.0,3.0
410,0,35,4,3,1,57150,6.0,24,2,10.0,0,8,1,7,4,4,4.0,4.0,4.0
411,1,20,35,3,3,27070,1.0,7,0,1.0,2,1,0,0,3,1,1.0,4.0,3.0
412,0,23,18,1,2,173280,1.0,17,1,2.0,2,2,0,2,3,4,3.0,4.0,2.0
413,0,38,20,1,1,78470,3.0,19,1,9.0,3,7,1,7,3,3,4.0,4.0,2.0
414,0,31,6,3,2,53430,1.0,14,1,13.0,3,13,0,8,3,4,3.0,3.0,4.0
415,1,35,18,4,2,19040,1.0,19,1,10.0,4,10,7,7,3,3,4.0,2.0,1.0
416,1,47,5,3,1,27740,4.0,4,1,8.0,2,5,1,3,3,3,3.0,3.0,3.0
417,0,40,21,4,2,194060,3.0,20,3,16.0,2,1,0,0,4,2,4.0,4.0,4.0
418,0,32,9,2,2,44870,1.0,11,0,1.0,5,1,0,0,3,4,4.0,4.0,3.0
419,0,54,7,2,2,29830,7.0,14,1,33.0,2,5,1,4,3,4,3.0,4.0,3.0
420,1,31,24,3,1,61800,1.0,11,1,1.0,2,1,0,0,3,2,2.0,1.0,1.0
421,1,40,2,3,2,47750,3.0,11,1,15.0,3,5,1,0,1,2,3.0,2.0,4.0
422,0,33,2,4,4,59020,0.0,12,1,14.0,2,13,3,7,3,4,2.0,4.0,4.0
423,1,31,5,3,2,30570,1.0,15,0,1.0,3,1,0,0,1,3,2.0,3.0,1.0
424,0,18,1,4,2,27200,1.0,22,1,0.0,2,0,0,0,4,3,3.0,3.0,4.0
425,0,32,1,3,3,26620,1.0,11,1,13.0,6,13,11,9,3,4,2.0,2.0,4.0
426,0,40,12,3,2,25710,7.0,14,0,22.0,1,20,5,13,3,3,3.0,2.0,4.0
427,0,28,7,3,1,46480,0.0,23,2,9.0,2,8,0,7,4,4,4.0,2.0,3.0
428,0,46,3,3,1,26190,6.0,12,1,10.0,3,7,5,7,3,4,3.0,4.0,4.0
429,0,34,19,3,4,27420,0.0,11,1,13.0,2,12,2,11,3,4,3.0,2.0,2.0
430,0,34,2,1,5,26860,5.0,11,0,10.0,3,4,1,3,3,4,4.0,4.0,2.0
431,0,26,14,4,2,48770,1.0,13,1,8.0,5,8,5,7,3,4,1.0,4.0,4.0
432,0,32,2,1,3,62090,5.0,14,1,9.0,5,5,1,2,3,4,3.0,2.0,4.0
433,0,35,2,4,3,104660,1.0,13,0,2.0,1,2,2,2,3,4,4.0,4.0,2.0
434,0,45,18,3,2,132120,4.0,13,0,7.0,4,3,0,2,3,2,3.0,2.0,3.0
435,0,33,1,3,2,140260,1.0,17,0,1.0,4,1,0,0,3,3,4.0,4.0,3.0
436,0,51,1,3,1,20730,3.0,14,1,23.0,4,13,12,8,3,4,2.0,3.0,4.0
437,0,32,2,3,5,30380,1.0,11,0,10.0,5,10,0,8,3,4,4.0,4.0,2.0
438,1,25,1,1,1,109320,1.0,10,1,1.0,3,1,1,0,1,1,3.0,3.0,2.0
439,0,30,1,4,1,174260,2.0,14,1,12.0,0,10,7,4,3,4,2.0,4.0,2.0
440,0,44,21,3,5,47590,2.0,16,0,9.0,2,4,1,3,4,2,2.0,4.0,3.0
441,0,36,22,3,2,24320,4.0,22,0,7.0,4,1,0,0,4,4,3.0,4.0,4.0
442,0,59,4,3,2,56740,3.0,12,0,14.0,6,6,0,4,3,4,4.0,4.0,3.0
443,0,28,19,5,1,23280,1.0,11,2,4.0,3,4,0,2,3,1,4.0,4.0,4.0
444,0,55,9,1,1,26930,1.0,18,0,36.0,6,36,2,13,3,2,4.0,3.0,3.0
445,1,20,35,3,3,27070,1.0,4,0,1.0,2,1,0,0,2,2,3.0,3.0,2.0
446,0,26,6,3,1,30330,1.0,12,0,5.0,2,5,1,2,3,3,3.0,4.0,4.0
447,0,25,20,2,2,37020,0.0,12,0,5.0,4,4,1,2,4,3,1.0,4.0,3.0
448,0,36,6,4,4,103880,0.0,14,0,4.0,2,3,1,2,3,4,2.0,4.0,4.0
449,0,36,6,3,3,69620,4.0,12,2,4.0,2,1,0,0,3,3,3.0,4.0,2.0
450,0,26,7,1,1,106860,1.0,14,1,3.0,2,3,0,2,3,3,3.0,3.0,4.0
451,0,51,2,2,2,190490,7.0,14,1,23.0,2,20,15,15,3,4,2.0,4.0,4.0
452,0,47,1,4,2,42490,2.0,13,1,25.0,2,17,12,11,3,4,4.0,4.0,4.0
453,1,29,5,3,5,36910,1.0,6,0,2.0,3,2,2,2,2,2,1.0,1.0,3.0
454,1,18,2,3,1,34680,1.0,14,2,0.0,4,0,0,0,1,2,3.0,3.0,3.0
455,0,37,8,1,1,133410,1.0,14,1,18.0,3,18,12,17,3,3,3.0,4.0,3.0
456,1,43,6,3,3,45220,8.0,15,1,7.0,3,4,1,3,1,2,2.0,3.0,1.0
457,0,26,3,3,1,32940,1.0,11,0,1.0,6,1,0,0,3,3,4.0,4.0,3.0
458,0,52,2,1,2,117130,2.0,14,0,24.0,2,5,0,2,3,2,2.0,4.0,1.0
459,0,47,1,4,1,45380,8.0,11,0,16.0,3,8,1,7,3,4,2.0,2.0,3.0
460,0,55,1,3,1,120310,3.0,11,0,37.0,5,10,7,7,1,3,4.0,2.0,4.0
461,0,40,2,2,1,25390,4.0,11,1,7.0,3,4,0,2,3,3,2.0,3.0,4.0
462,0,43,9,2,3,168350,3.0,17,1,25.0,3,8,0,7,3,4,3.0,4.0,4.0
463,0,27,2,3,1,168230,0.0,17,0,6.0,3,5,1,4,3,3,4.0,4.0,3.0
464,0,41,4,3,1,66230,5.0,18,0,14.0,3,5,1,4,3,4,3.0,4.0,3.0
465,0,37,2,2,1,20220,1.0,12,0,10.0,1,10,3,7,3,4,4.0,3.0,3.0
466,0,24,5,3,3,10520,1.0,13,0,5.0,3,5,0,4,3,3,4.0,4.0,4.0
467,0,39,21,4,1,30670,1.0,20,1,21.0,5,21,1,6,4,3,2.0,4.0,4.0
468,0,47,1,3,5,135700,5.0,16,2,20.0,2,5,0,4,3,2,2.0,4.0,4.0
469,0,34,8,2,5,77790,5.0,12,1,6.0,2,2,2,2,3,4,3.0,4.0,2.0
470,1,30,4,2,2,28620,5.0,12,0,9.0,2,6,0,1,3,4,1.0,3.0,3.0
471,0,31,7,4,1,161240,2.0,12,1,8.0,2,5,1,4,4,1,4.0,4.0,4.0
472,0,40,2,4,4,50330,2.0,14,2,6.0,6,4,0,2,3,2,3.0,4.0,3.0
473,0,56,3,3,2,198470,4.0,14,0,6.0,6,0,0,0,3,3,3.0,3.0,3.0
474,0,30,2,3,1,48500,0.0,12,1,4.0,4,3,1,2,3,2,2.0,3.0,3.0
475,0,43,6,4,4,24390,0.0,15,0,9.0,2,8,1,7,3,3,4.0,2.0,4.0
476,0,48,8,4,3,22700,2.0,14,3,23.0,2,2,2,2,3,4,2.0,4.0,2.0
477,0,27,4,4,2,47350,0.0,13,0,6.0,2,5,1,1,3,4,1.0,3.0,2.0
478,0,39,2,1,2,51550,2.0,18,1,7.0,3,2,2,2,3,3,3.0,3.0,3.0
479,0,24,5,3,3,10520,1.0,13,0,5.0,3,5,0,4,3,3,3.0,2.0,4.0
480,0,49,7,3,2,190330,2.0,18,1,7.0,5,4,0,2,3,2,3.0,4.0,3.0
481,1,24,7,2,2,20070,1.0,7,0,1.0,2,1,0,0,1,3,2.0,2.0,2.0
482,0,52,10,3,2,48780,2.0,11,1,31.0,3,5,1,4,3,4,4.0,3.0,2.0
483,0,41,9,3,1,168720,2.0,15,1,21.0,2,18,0,11,3,3,1.0,4.0,4.0
484,0,49,9,4,2,35060,3.0,11,1,28.0,4,5,4,3,3,3,1.0,1.0,2.0
485,0,50,15,4,2,53770,4.0,13,1,16.0,3,2,2,1,3,4,4.0,4.0,3.0
486,0,35,3,3,2,78980,7.0,15,0,5.0,2,2,2,2,3,3,4.0,3.0,4.0
487,0,41,3,2,2,25430,3.0,12,0,6.0,3,1,0,0,3,2,3.0,4.0,2.0
488,1,35,2,4,2,108830,3.0,8,0,8.0,3,1,0,1,1,3,2.0,3.0,3.0
489,0,50,7,3,3,98880,6.0,15,0,20.0,2,4,1,3,3,3,4.0,3.0,2.0
490,0,35,1,3,3,136750,1.0,15,3,5.0,5,5,1,0,3,3,4.0,3.0,4.0
491,0,23,16,4,1,53990,1.0,23,0,4.0,2,4,0,2,4,3,1.0,3.0,4.0
492,1,22,8,3,2,37850,5.0,8,2,4.0,2,2,1,2,2,2,2.0,3.0,2.0
493,0,44,13,3,1,80200,3.0,11,1,23.0,2,12,11,11,3,2,3.0,3.0,3.0
494,0,36,1,3,1,23770,6.0,13,2,15.0,3,1,0,0,3,3,4.0,4.0,4.0
495,0,38,23,3,1,37220,5.0,16,0,6.0,0,3,1,2,3,3,4.0,3.0,3.0
496,0,37,1,4,2,133480,7.0,14,0,8.0,4,6,0,4,3,4,4.0,4.0,3.0
497,0,51,11,3,2,105270,4.0,14,0,31.0,3,29,11,10,3,4,4.0,4.0,4.0
498,0,36,20,1,2,31170,6.0,21,1,7.0,2,3,0,1,4,2,4.0,3.0,2.0
499,0,41,1,5,1,40810,2.0,11,0,14.0,3,5,0,4,3,3,3.0,2.0,4.0
500,0,46,1,4,1,23400,2.0,13,1,26.0,2,11,0,8,3,3,2.0,4.0,4.0
501,0,30,16,3,1,25230,3.0,13,1,7.0,2,2,0,2,3,4,4.0,4.0,4.0
502,0,25,16,5,2,85000,4.0,12,0,6.0,2,2,1,2,3,3,4.0,4.0,3.0
503,0,35,5,4,2,94190,1.0,24,1,6.0,5,6,1,1,4,3,4.0,4.0,3.0
504,0,30,10,3,4,41970,1.0,13,0,11.0,3,10,1,9,3,3,2.0,4.0,4.0
505,0,31,2,3,2,46210,2.0,18,1,9.0,3,5,1,4,3,4,1.0,2.0,4.0
506,1,53,23,3,2,25590,0.0,20,0,34.0,2,33,1,9,4,3,1.0,3.0,2.0
507,0,25,9,3,1,23110,1.0,11,1,5.0,2,5,0,3,3,3,3.0,4.0,4.0
508,0,53,11,2,5,35170,2.0,12,1,13.0,1,7,4,5,3,3,3.0,3.0,3.0
509,0,27,9,2,1,43930,1.0,18,1,8.0,2,8,0,7,3,4,3.0,4.0,1.0
510,0,36,8,4,2,41520,9.0,19,1,10.0,3,8,0,5,3,2,2.0,4.0,4.0
511,0,37,3,3,1,98840,1.0,14,0,10.0,3,10,7,8,3,3,4.0,4.0,4.0
512,0,34,6,4,1,196260,1.0,13,0,15.0,5,15,0,7,4,1,3.0,3.0,3.0
513,0,46,2,3,1,34200,3.0,14,2,22.0,3,2,2,1,3,1,4.0,3.0,2.0
514,0,37,1,3,2,53460,4.0,11,0,7.0,2,5,0,1,3,4,4.0,4.0,4.0
515,0,20,14,4,2,37430,1.0,13,1,2.0,2,2,2,2,3,2,3.0,3.0,4.0
516,1,27,10,1,4,102310,1.0,9,1,1.0,2,1,0,0,1,1,2.0,2.0,1.0
517,0,19,1,3,5,152020,1.0,14,3,1.0,2,1,0,0,3,4,4.0,3.0,4.0
518,0,27,2,3,2,31610,0.0,13,2,4.0,0,3,2,2,3,4,1.0,2.0,4.0
519,1,23,14,2,2,75250,1.0,11,2,3.0,2,3,0,2,1,2,2.0,2.0,2.0
520,0,43,2,3,1,90940,1.0,12,1,10.0,0,10,0,9,3,4,4.0,3.0,3.0
521,1,23,2,4,2,61790,1.0,3,0,1.0,3,1,1,0,2,3,1.0,4.0,1.0
522,0,51,1,2,1,41050,4.0,22,1,18.0,2,7,0,7,4,1,4.0,3.0,4.0
523,0,35,2,3,2,22580,1.0,11,1,2.0,2,2,2,2,3,2,4.0,3.0,3.0
524,0,30,1,4,1,53010,1.0,16,1,10.0,3,10,1,8,3,4,3.0,3.0,3.0
525,0,36,2,2,2,114160,6.0,16,0,13.0,2,5,0,4,3,3,1.0,3.0,3.0
526,0,30,6,3,1,183000,0.0,14,0,7.0,6,6,0,2,3,3,4.0,2.0,3.0
527,0,30,8,3,2,55070,1.0,12,2,10.0,2,10,1,2,3,2,3.0,4.0,4.0
528,0,36,20,1,4,170070,9.0,12,1,6.0,2,1,0,0,3,3,3.0,2.0,3.0
529,0,27,2,4,1,37080,1.0,16,2,6.0,2,6,4,4,3,4,4.0,2.0,3.0
530,0,54,7,4,2,20930,3.0,19,0,36.0,2,10,0,9,3,4,1.0,4.0,4.0
531,0,34,7,2,1,32800,5.0,13,0,7.0,3,5,0,2,3,3,2.0,4.0,4.0
532,0,42,6,2,1,106480,3.0,13,1,20.0,1,1,0,0,3,4,2.0,3.0,4.0
533,0,38,23,2,1,39170,1.0,15,3,4.0,2,4,3,3,3,3,2.0,3.0,3.0
534,0,39,2,3,2,131940,0.0,11,0,10.0,2,9,3,8,3,3,1.0,3.0,4.0
535,1,26,2,1,2,59930,0.0,8,0,8.0,3,7,1,0,2,3,2.0,2.0,3.0
536,1,37,2,3,1,56470,6.0,10,0,7.0,2,0,0,0,2,2,4.0,4.0,3.0
537,0,30,6,2,1,63920,1.0,21,1,11.0,2,11,10,8,4,4,1.0,2.0,4.0
